#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 02 06 02 30 300 12.0 15.0    MM    MM    MM  MM 1022.1  13.2  13.7    MM   MM   MM    MM
2023 02 06 02 20 300 12.0 14.0   1.7     6   4.9 268 1022.1  13.3  13.7    MM   MM   MM    MM
2023 02 06 02 10 300 12.0 14.0    MM    MM    MM  MM 1022.2  13.4  13.7    MM   MM   MM    MM
2023 02 06 02 00 300 12.0 14.0    MM    MM    MM  MM 1022.2  13.4  13.7    MM   MM +0.5    MM
2023 02 06 01 50 300 11.0 14.0   1.7     6   4.9 265 1022.2  13.5  13.7    MM   MM   MM    MM
2023 02 06 01 40 300 11.0 14.0    MM    MM    MM  MM 1022.2  13.6  13.7    MM   MM   MM    MM
2023 02 06 01 30 300 11.0 14.0    MM    MM    MM  MM 1022.0  13.8  13.7    MM   MM   MM    MM
2023 02 06 01 20 290 11.0 14.0   1.7     6   4.8 266 1021.9  13.8  13.7    MM   MM   MM    MM
2023 02 06 01 10 290 11.0 13.0   1.7    MM   4.8 266 1021.9  13.8  13.7    MM   MM   MM    MM
2023 02 06 01 00 290 11.0 14.0    MM    MM    MM  MM 1021.7  13.9  13.7    MM   MM -0.3    MM
2023 02 06 00 50 290 11.0 14.0   1.6     6   4.7 262 1021.6  14.0  13.7    MM   MM   MM    MM
2023 02 06 00 40 290 11.0 13.0    MM    MM    MM  MM 1021.7  14.0  13.8    MM   MM   MM    MM
2023 02 06 00 30 290 11.0 14.0    MM    MM    MM  MM 1021.7  14.0  13.8    MM   MM   MM    MM
2023 02 06 00 20 290 11.0 13.0   1.5     6   4.6 271 1021.6  14.1  13.8    MM   MM   MM    MM
2023 02 06 00 10 290 10.0 13.0   1.5    MM   4.6 271 1021.6  14.2  13.8    MM   MM   MM    MM
2023 02 06 00 00 290 11.0 13.0    MM    MM    MM  MM 1021.7  14.5  13.8    MM   MM -1.2    MM
2023 02 05 23 50 290 10.0 13.0   1.5     6   4.6 272 1021.6  14.6  13.8    MM   MM   MM    MM
2023 02 05 23 40 290 10.0 13.0    MM    MM    MM  MM 1021.5  14.5  13.8    MM   MM   MM    MM
2023 02 05 23 20 290 10.0 13.0   1.5     6   4.5 269 1021.7  14.5  13.8    MM   MM   MM    MM
2023 02 05 23 10 290 10.0 12.0    MM    MM    MM  MM 1021.7  14.6  13.8    MM   MM   MM    MM
2023 02 05 23 00 280 10.0 12.0    MM    MM    MM  MM 1021.6  14.3  13.8    MM   MM -1.9    MM
2023 02 05 22 50 280  9.0 12.0   1.4     5   4.7 273 1021.6  14.4  13.8    MM   MM   MM    MM
2023 02 05 22 40 290  9.0 12.0    MM    MM    MM  MM 1021.7  14.6  13.8    MM   MM   MM    MM
2023 02 05 22 30 290  9.0 12.0    MM    MM    MM  MM 1021.8  14.7  13.8    MM   MM   MM    MM
2023 02 05 22 20 290  9.0 12.0   1.4     6   4.6 263 1021.9  14.6  13.8    MM   MM   MM    MM
2023 02 05 22 10 290  9.0 11.0   1.4    MM   4.6 263 1021.9  14.7  13.8    MM   MM   MM    MM
2023 02 05 22 00 300 10.0 12.0    MM    MM    MM  MM 1021.9  14.8  13.8    MM   MM -2.0    MM
2023 02 05 21 50 300  9.0 11.0   1.4    10   4.7 250 1022.1  14.7  13.8    MM   MM   MM    MM
2023 02 05 21 40 300  8.0 11.0    MM    MM    MM  MM 1022.3  14.6  13.8    MM   MM   MM    MM
2023 02 05 21 30 300  9.0 11.0    MM    MM    MM  MM 1022.5  14.7  13.8    MM   MM   MM    MM
2023 02 05 21 20 300  9.0 12.0   1.2    10   4.6 246 1022.6  14.7  13.8    MM   MM   MM    MM
2023 02 05 21 10 300  9.0 12.0   1.2    MM   4.6 246 1022.7  14.6  13.8    MM   MM   MM    MM
2023 02 05 21 00 290  9.0 10.0    MM    MM    MM  MM 1022.8  14.6  13.8    MM   MM -1.2    MM
2023 02 05 20 50 300  9.0 11.0   1.3    10   4.8 257 1022.8  14.5  13.8    MM   MM   MM    MM
2023 02 05 20 40 290  9.0 11.0    MM    MM    MM  MM 1022.9  14.4  13.8    MM   MM   MM    MM
2023 02 05 20 30 290  9.0 11.0    MM    MM    MM  MM 1023.1  14.4  13.8    MM   MM   MM    MM
2023 02 05 20 20 290  9.0 11.0   1.3    11   4.8 264 1023.2  14.4  13.8    MM   MM   MM    MM
2023 02 05 20 10 290  9.0 11.0   1.3    MM   4.8 264 1023.4  14.3  13.8    MM   MM   MM    MM
2023 02 05 20 00 280  9.0 12.0    MM    MM    MM  MM 1023.5  14.3  13.7    MM   MM +0.3    MM
2023 02 05 19 50 280  9.0 12.0   1.3    10   5.0 252 1023.6  14.2  13.8    MM   MM   MM    MM
2023 02 05 19 40 280 10.0 11.0    MM    MM    MM  MM 1023.6  14.1  13.7    MM   MM   MM    MM
2023 02 05 19 30 280  9.0 12.0    MM    MM    MM  MM 1023.7  14.1  13.7    MM   MM   MM    MM
2023 02 05 19 20 280  8.0 10.0   1.2    10   4.8 259 1023.7  13.9  13.8    MM   MM   MM    MM
2023 02 05 19 10 280  8.0 10.0    MM    MM    MM  MM 1023.8  14.0  13.7    MM   MM   MM    MM
2023 02 05 19 00 270  8.0 10.0    MM    MM    MM  MM 1023.9  14.0  13.7    MM   MM +1.2    MM
2023 02 05 18 50 280  9.0 11.0   1.3    11   4.9 253 1023.9  14.0  13.7    MM   MM   MM    MM
2023 02 05 18 40 280  9.0 10.0    MM    MM    MM  MM 1023.9  14.0  13.7    MM   MM   MM    MM
2023 02 05 18 30 280  9.0 11.0    MM    MM    MM  MM 1023.9  13.9  13.7    MM   MM   MM    MM
2023 02 05 18 20 290  9.0 11.0   1.4    10   4.8 272 1024.1  13.9  13.7    MM   MM   MM    MM
2023 02 05 18 10 290  9.0 11.0    MM    MM    MM  MM 1024.2  13.8  13.7    MM   MM   MM    MM
2023 02 05 18 00 290  9.0 12.0    MM    MM    MM  MM 1024.1  13.8  13.7    MM   MM +2.1    MM
2023 02 05 17 50 290 10.0 12.0   1.4    10   4.9 258 1023.9  13.8  13.7    MM   MM   MM    MM
2023 02 05 17 40 290 10.0 12.0    MM    MM    MM  MM 1023.9  13.7  13.7    MM   MM   MM    MM
2023 02 05 17 30 290 10.0 13.0    MM    MM    MM  MM 1023.7  13.7  13.7    MM   MM   MM    MM
2023 02 05 17 20 300 10.0 13.0   1.5     5   4.6 273 1023.5  13.7  13.7    MM   MM   MM    MM
2023 02 05 17 10 300 10.0 12.0   1.5    MM   4.6 273 1023.4  13.7  13.7    MM   MM   MM    MM
2023 02 05 17 00 300 10.0 13.0    MM    MM    MM  MM 1023.3  13.6  13.7    MM   MM +2.0    MM
2023 02 05 16 50 300 10.0 13.0   1.5    11   4.8 274 1023.3  13.7  13.7    MM   MM   MM    MM
2023 02 05 16 40 300 10.0 13.0    MM    MM    MM  MM 1023.1  13.6  13.7    MM   MM   MM    MM
2023 02 05 16 30 300 10.0 12.0    MM    MM    MM  MM 1023.1  13.5  13.7    MM   MM   MM    MM
2023 02 05 16 20 290 10.0 12.0   1.5     9   4.9 257 1023.0  13.5  13.7    MM   MM   MM    MM
2023 02 05 16 10 290 10.0 13.0   1.5    MM   4.9 257 1023.0  13.5  13.7    MM   MM   MM    MM
2023 02 05 16 00 290 11.0 13.0    MM    MM    MM  MM 1022.7  13.4  13.7    MM   MM +2.3    MM
2023 02 05 15 50 290 10.0 13.0   1.4    10   4.9 250 1022.5  13.4  13.7    MM   MM   MM    MM
2023 02 05 15 40 290  9.0 12.0    MM    MM    MM  MM 1022.4  13.5  13.7    MM   MM   MM    MM
2023 02 05 15 30 290  9.0 12.0    MM    MM    MM  MM 1022.2  13.5  13.7    MM   MM   MM    MM
2023 02 05 15 20 290 10.0 13.0   1.4    11   4.9 270 1022.2  13.7  13.7    MM   MM   MM    MM
2023 02 05 15 10 290 10.0 13.0   1.4    MM   4.9 270 1022.0  13.5  13.7    MM   MM   MM    MM
2023 02 05 15 00 290 10.0 12.0    MM    MM    MM  MM 1022.0  13.5  13.7    MM   MM +1.0    MM
2023 02 05 14 50 290 11.0 13.0   1.5    10   5.0 264 1021.8  13.7  13.7    MM   MM   MM    MM
2023 02 05 14 40 290 10.0 13.0    MM    MM    MM  MM 1021.7  13.7  13.7    MM   MM   MM    MM
2023 02 05 14 30 290 10.0 12.0    MM    MM    MM  MM 1021.6  13.6  13.8    MM   MM   MM    MM
2023 02 05 14 20 290 10.0 13.0   1.4    10   5.3 271 1021.5  13.7  13.8    MM   MM   MM    MM
2023 02 05 14 10 280  9.0 11.0   1.4    MM   5.3 271 1021.4  13.8  13.8    MM   MM   MM    MM
2023 02 05 14 00 290  9.0 11.0    MM    MM    MM  MM 1021.3  13.9  13.8    MM   MM -0.0    MM
2023 02 05 13 50 290  8.0 11.0   1.3    11   5.2 260 1021.1  13.9  13.8    MM   MM   MM    MM
2023 02 05 13 40 290  8.0 10.0    MM    MM    MM  MM 1021.0  13.9  13.8    MM   MM   MM    MM
2023 02 05 13 30 290  8.0 10.0    MM    MM    MM  MM 1021.0  13.8  13.8    MM   MM   MM    MM
2023 02 05 13 20 280  8.0 10.0   1.4    10   5.9 274 1020.9  13.8  13.8    MM   MM   MM    MM
2023 02 05 13 10 290  8.0 10.0    MM    MM    MM  MM 1020.9  13.8  13.8    MM   MM   MM    MM
2023 02 05 13 00 290  9.0 11.0    MM    MM    MM  MM 1020.8  13.8  13.8    MM   MM -1.1    MM
2023 02 05 12 50 290  9.0 11.0   1.4    10   5.7 266 1020.7  13.8  13.8    MM   MM   MM    MM
2023 02 05 12 40 290  9.0 11.0    MM    MM    MM  MM 1020.8  13.8  13.8    MM   MM   MM    MM
2023 02 05 12 30 280  9.0 11.0    MM    MM    MM  MM 1020.9  13.7  13.8    MM   MM   MM    MM
2023 02 05 12 20 280  9.0 11.0   1.4    11   6.5 268 1020.8  13.8  13.8    MM   MM   MM    MM
2023 02 05 12 10 280  8.0 10.0    MM    MM    MM  MM 1020.8  13.7  13.8    MM   MM   MM    MM
2023 02 05 12 00 280  7.0 10.0    MM    MM    MM  MM 1020.8  13.7  13.8    MM   MM -0.4    MM
2023 02 05 11 50 280  7.0  8.0   1.2    10   5.8 281 1020.8  13.7  13.8    MM   MM   MM    MM
2023 02 05 11 40 290  7.0  9.0    MM    MM    MM  MM 1020.9  13.8  13.8    MM   MM   MM    MM
2023 02 05 11 30 280  9.0 11.0    MM    MM    MM  MM 1021.0  13.8  13.8    MM   MM   MM    MM
2023 02 05 11 20 280  8.0 10.0   1.3    11   6.5 272 1021.1  13.9  13.8    MM   MM   MM    MM
2023 02 05 11 10 270  7.0  9.0   1.3    MM   6.5 272 1021.2  14.1  13.8    MM   MM   MM    MM
2023 02 05 11 00 270  7.0  9.0    MM    MM    MM  MM 1021.1  14.1  13.8    MM   MM -0.7    MM
2023 02 05 10 50 270  6.0  8.0   1.3    10   6.5 275 1021.2  14.1  13.8    MM   MM   MM    MM
2023 02 05 10 40 270  6.0  8.0    MM    MM    MM  MM 1021.3  14.1  13.8    MM   MM   MM    MM
2023 02 05 10 30 280  6.0  8.0    MM    MM    MM  MM 1021.4  14.1  13.8    MM   MM   MM    MM
2023 02 05 10 20 270  6.0  8.0   1.2    10   6.6 270 1021.4  14.1  13.8    MM   MM   MM    MM
2023 02 05 10 10 270  6.0  7.0   1.2    MM   6.6 270 1021.5  14.1  13.8    MM   MM   MM    MM
2023 02 05 10 00 270  6.0  7.0    MM    MM    MM  MM 1021.5  14.1  13.8    MM   MM -0.4    MM
2023 02 05 09 50 260  7.0  9.0   1.2    11   7.7 271 1021.5  14.1  13.8    MM   MM   MM    MM
2023 02 05 09 40 260  7.0  8.0    MM    MM    MM  MM 1021.4  14.1  13.8    MM   MM   MM    MM
2023 02 05 09 30 250  6.0  7.0    MM    MM    MM  MM 1021.4  14.0  13.8    MM   MM   MM    MM
2023 02 05 09 20 250  6.0  7.0   1.2    11   8.3 269 1021.4  14.1  13.8    MM   MM   MM    MM
2023 02 05 09 10 250  5.0  7.0   1.2    MM   8.3 269 1021.3  14.0  13.8    MM   MM   MM    MM
2023 02 05 09 00 250  3.0  5.0    MM    MM    MM  MM 1021.3  14.0  13.8    MM   MM -0.5    MM
2023 02 05 08 50 240  2.0  4.0   1.1    11   7.8 260 1021.3  13.8  13.8    MM   MM   MM    MM
2023 02 05 08 40 230  2.0  3.0    MM    MM    MM  MM 1021.4  13.8  13.8    MM   MM   MM    MM
2023 02 05 08 30 230  2.0  3.0    MM    MM    MM  MM 1021.6  13.8  13.8    MM   MM   MM    MM
2023 02 05 08 20 230  2.0  3.0   1.2    11   7.7 275 1021.7  13.8  13.8    MM   MM   MM    MM
2023 02 05 08 10 250  2.0  3.0   1.2    MM   7.7 275 1021.7  13.8  13.8    MM   MM   MM    MM
2023 02 05 08 00 260  2.0  3.0    MM    MM    MM  MM 1021.7  13.8  13.8    MM   MM +0.4    MM
2023 02 05 07 50 260  3.0  4.0   1.1    12   7.5 254 1021.7  13.8  13.8    MM   MM   MM    MM
2023 02 05 07 40 270  4.0  5.0    MM    MM    MM  MM 1021.9  13.8  13.8    MM   MM   MM    MM
2023 02 05 07 30 260  3.0  5.0    MM    MM    MM  MM 1021.9  13.8  13.8    MM   MM   MM    MM
2023 02 05 07 20 260  3.0  4.0   1.1    11   7.4 267 1021.9  13.8  13.8    MM   MM   MM    MM
2023 02 05 07 10 270  3.0  4.0   1.1    MM   7.4 267 1021.9  13.7  13.8    MM   MM   MM    MM
2023 02 05 07 00 270  3.0  4.0    MM    MM    MM  MM 1021.9  13.7  13.8    MM   MM +0.9    MM
2023 02 05 06 50 270  3.0  4.0   1.3    11   7.6 271 1021.8  13.7  13.8    MM   MM   MM    MM
2023 02 05 06 40 260  3.0  4.0    MM    MM    MM  MM 1021.7  13.7    MM    MM   MM   MM    MM
2023 02 05 06 30 270  4.0  5.0    MM    MM    MM  MM 1021.6  13.7  13.8    MM   MM   MM    MM
2023 02 05 06 20 270  4.0  5.0   1.1    11   6.8 266 1021.6  13.6  13.8    MM   MM   MM    MM
2023 02 05 06 10 270  5.0  6.0   1.1    MM   6.8 266 1021.7  13.7  13.8    MM   MM   MM    MM
2023 02 05 06 00 270  5.0  6.0    MM    MM    MM  MM 1021.7  13.7  13.8    MM   MM +1.1    MM
2023 02 05 05 50 270  5.0  6.0   1.2    11   6.6 265 1021.7  13.7  13.8    MM   MM   MM    MM
2023 02 05 05 40 270  5.0  7.0    MM    MM    MM  MM 1021.7  13.7  13.8    MM   MM   MM    MM
2023 02 05 05 30 270  6.0  7.0    MM    MM    MM  MM 1021.6  13.8  13.8    MM   MM   MM    MM
2023 02 05 05 20 270  6.0  7.0   1.3    13   6.6 267 1021.5  13.8  13.8    MM   MM   MM    MM
2023 02 05 05 10 270  6.0  7.0   1.3    MM   6.6 267 1021.5  13.8  13.8    MM   MM   MM    MM
2023 02 05 05 00 270  6.0  8.0    MM    MM    MM  MM 1021.4  13.8  13.8    MM   MM +1.3    MM
2023 02 05 04 50 270  6.0  8.0   1.3    11   6.0 254 1021.3  13.9  13.8    MM   MM   MM    MM
2023 02 05 04 40 260  6.0  7.0   1.3    MM   6.0 254 1021.0  13.9  13.8    MM   MM   MM    MM
2023 02 05 04 30 270  6.0  8.0    MM    MM    MM  MM 1021.1  13.9  13.8    MM   MM   MM    MM
2023 02 05 04 20 260  6.0  8.0   1.4    11   6.1 281 1021.0  14.0  13.8    MM   MM   MM    MM
2023 02 05 04 10 260  6.0  7.0   1.4    MM   6.1 281 1021.0  14.0  13.9    MM   MM   MM    MM
2023 02 05 04 00 260  6.0  7.0    MM    MM    MM  MM 1021.1  14.0  13.9    MM   MM +1.4    MM
2023 02 05 03 50 260  6.0  7.0   1.3    11   5.8 270 1020.8  13.9  13.9    MM   MM   MM    MM
2023 02 05 03 40 250  6.0  7.0   1.3    MM   5.8 270 1020.8  13.9  13.9    MM   MM   MM    MM
2023 02 05 03 30 250  6.0  7.0    MM    MM    MM  MM 1020.7  13.9  13.9    MM   MM   MM    MM
2023 02 05 03 20 240  6.0  7.0   1.5    11   5.9 267 1020.7  13.9  13.9    MM   MM   MM    MM
2023 02 05 03 10 240  5.0  7.0   1.5    MM   5.9 267 1020.7  13.9  13.9    MM   MM   MM    MM
2023 02 05 03 00 230  5.0  7.0    MM    MM    MM  MM 1020.7  14.1  13.9    MM   MM +0.8    MM
2023 02 05 02 50 240  6.0  7.0   1.5    11   5.7 264 1020.6  14.1  13.9    MM   MM   MM    MM
2023 02 05 02 40 250  7.0  8.0    MM    MM    MM  MM 1020.5  14.1  13.9    MM   MM   MM    MM
2023 02 05 02 30 250  8.0  9.0    MM    MM    MM  MM 1020.4  14.2  13.9    MM   MM   MM    MM
2023 02 05 02 20 250  8.0 10.0   1.6    11   6.0 262 1020.4  14.2  13.9    MM   MM   MM    MM
2023 02 05 02 10 250  8.0 10.0   1.6    MM   6.0 262 1020.2  14.2  13.9    MM   MM   MM    MM
2023 02 05 02 00 250  8.0 10.0    MM    MM    MM  MM 1020.2  14.2  13.9    MM   MM +0.3    MM
2023 02 05 01 50 250  8.0 11.0   1.5    11   6.2 274 1020.2  14.2  13.9    MM   MM   MM    MM
2023 02 05 01 40 250  8.0 10.0    MM    MM    MM  MM 1020.0  14.2  13.9    MM   MM   MM    MM
2023 02 05 01 30 260  8.0  9.0    MM    MM    MM  MM 1019.9  14.2  13.9    MM   MM   MM    MM
2023 02 05 01 20 260  8.0  9.0   1.4    11   6.2 274 1019.8  14.2  14.0    MM   MM   MM    MM
2023 02 05 01 10 260  8.0  9.0    MM    MM    MM  MM 1019.7  14.2  14.0    MM   MM   MM    MM
2023 02 05 01 00 250  8.0  9.0    MM    MM    MM  MM 1019.6  14.2  14.0    MM   MM -0.3    MM
2023 02 05 00 50 250  8.0  9.0   1.4    11   6.5 271 1019.5  14.2  14.0    MM   MM   MM    MM
2023 02 05 00 40 260  7.0  9.0    MM    MM    MM  MM 1019.5  14.3  14.0    MM   MM   MM    MM
2023 02 05 00 30 260  6.0  7.0    MM    MM    MM  MM 1019.5  14.4  14.0    MM   MM   MM    MM
2023 02 05 00 20 260  5.0  6.0   1.5    12   7.2 260 1019.5  14.5  14.1    MM   MM   MM    MM
2023 02 05 00 10 270  4.0  6.0   1.5    MM   7.2 260 1019.6  14.6  14.1    MM   MM   MM    MM
2023 02 05 00 00 270  4.0  6.0    MM    MM    MM  MM 1019.8  14.6  14.1    MM   MM -0.6    MM
2023 02 04 23 50 270  5.0  6.0   1.4    12   7.2 277 1019.8  14.5  14.1    MM   MM   MM    MM
2023 02 04 23 40 270  5.0  6.0    MM    MM    MM  MM 1019.7  14.5  14.1    MM   MM   MM    MM
2023 02 04 23 20 270  5.0  7.0   1.5    11   8.1 265 1019.7  14.5  14.2    MM   MM   MM    MM
2023 02 04 23 10 270  5.0  7.0    MM    MM    MM  MM 1019.8  14.5  14.2    MM   MM   MM    MM
2023 02 04 23 00 270  5.0  6.0    MM    MM    MM  MM 1019.7  14.6  14.3    MM   MM -1.2    MM
2023 02 04 22 50 270  5.0  6.0   1.5    12   8.1 265 1019.7  14.7  14.3    MM   MM   MM    MM
2023 02 04 22 40 270  4.0  6.0    MM    MM    MM  MM 1019.6  14.7  14.4    MM   MM   MM    MM
2023 02 04 22 30 280  4.0  5.0    MM    MM    MM  MM 1019.5  14.7  14.3    MM   MM   MM    MM
2023 02 04 22 20 280  4.0  6.0   1.7    11   8.6 274 1019.7  14.7  14.3    MM   MM   MM    MM
2023 02 04 22 10 280  5.0  7.0   1.7    MM   8.6 274 1019.8  14.7  14.4    MM   MM   MM    MM
2023 02 04 22 00 280  5.0  7.0    MM    MM    MM  MM 1019.8  14.6  14.5    MM   MM -1.8    MM
2023 02 04 21 50 280  5.0  6.0   1.6    11   8.5 273 1019.9  14.7  14.6    MM   MM   MM    MM
2023 02 04 21 40 260  5.0  6.0    MM    MM    MM  MM 1020.0  14.6  14.6    MM   MM   MM    MM
2023 02 04 21 30 250  4.0  6.0    MM    MM    MM  MM 1020.0  14.7  14.6    MM   MM   MM    MM
2023 02 04 21 20 250  3.0  5.0   1.7    12   8.9 273 1020.1  14.7  14.6    MM   MM   MM    MM
2023 02 04 21 10 250  4.0  5.0   1.7    MM   8.9 273 1020.3  14.6  14.6    MM   MM   MM    MM
2023 02 04 21 00 250  4.0  5.0    MM    MM    MM  MM 1020.4  14.6  14.6    MM   MM -1.2    MM
2023 02 04 20 50 240  3.0  4.0   1.6    12   8.7 269 1020.5  14.6  14.6    MM   MM   MM    MM
2023 02 04 20 40 240  2.0  3.0    MM    MM    MM  MM 1020.5  14.6  14.6    MM   MM   MM    MM
2023 02 04 20 30 220  2.0  3.0    MM    MM    MM  MM 1020.6  14.7  14.5    MM   MM   MM    MM
2023 02 04 20 20 180  2.0  2.0   1.6    11   8.6 261 1020.7  14.6  14.5    MM   MM   MM    MM
2023 02 04 20 10 170  2.0  2.0   1.6    MM   8.6 261 1020.7  14.5  14.4    MM   MM   MM    MM
2023 02 04 20 00 150  2.0  2.0    MM    MM    MM  MM 1020.9  14.4  14.4    MM   MM +0.0    MM
2023 02 04 19 50 140  2.0  3.0   1.8    11   8.7 266 1021.0  14.3  14.3    MM   MM   MM    MM
2023 02 04 19 40 120  2.0  4.0    MM    MM    MM  MM 1021.1  14.2  14.3    MM   MM   MM    MM
2023 02 04 19 30 110  3.0  4.0    MM    MM    MM  MM 1021.2  14.1  14.2    MM   MM   MM    MM
2023 02 04 19 20 100  2.0  3.0   1.7    11   8.5 269 1021.3  14.2  14.2    MM   MM   MM    MM
2023 02 04 19 10 100  2.0  4.0   1.7    MM   8.5 269 1021.4  14.3  14.2    MM   MM   MM    MM
2023 02 04 19 00  90  1.0  3.0    MM    MM    MM  MM 1021.6  14.5  14.2    MM   MM +1.1    MM
2023 02 04 18 50  90  1.0  3.0   1.4    12   7.9 247 1021.7  14.7  14.1    MM   MM   MM    MM
2023 02 04 18 40 100  1.0  2.0    MM    MM    MM  MM 1021.6  15.1  14.1    MM   MM   MM    MM
2023 02 04 18 30  MM  0.0  1.0    MM    MM    MM  MM 1021.7  15.1  14.0    MM   MM   MM    MM
2023 02 04 18 20  80  1.0  2.0   1.7    12   8.5 232 1021.7  14.6  14.0    MM   MM   MM    MM
2023 02 04 18 10  70  1.0  3.0   1.7    MM   8.5 232 1021.6  14.5  13.9    MM   MM   MM    MM
2023 02 04 18 00  60  1.0  3.0    MM    MM    MM  MM 1021.5  14.6  13.8    MM   MM +1.1    MM
2023 02 04 17 50  80  1.0  2.0   1.7    11   8.7 222 1021.5  14.8  13.8    MM   MM   MM    MM
2023 02 04 17 40 120  1.0  2.0    MM    MM    MM  MM 1021.4  14.7  13.8    MM   MM   MM    MM
2023 02 04 17 30 140  1.0  2.0    MM    MM    MM  MM 1021.3  14.6  13.8    MM   MM   MM    MM
2023 02 04 17 20 150  2.0  3.0   1.6    11   8.6 266 1021.2  14.3  13.7    MM   MM   MM    MM
2023 02 04 17 10 150  2.0  3.0   1.6    MM   8.6 266 1021.0  14.1  13.7    MM   MM   MM    MM
2023 02 04 17 00 150  2.0  3.0    MM    MM    MM  MM 1020.9  13.9  13.7    MM   MM +0.6    MM
2023 02 04 16 50 150  3.0  4.0   1.5    11   8.7 265 1020.7  13.7  13.7    MM   MM   MM    MM
2023 02 04 16 40 160  3.0  4.0    MM    MM    MM  MM 1020.8  13.7  13.7    MM   MM   MM    MM
2023 02 04 16 30 170  3.0  4.0    MM    MM    MM  MM 1020.8  13.8  13.7    MM   MM   MM    MM
2023 02 04 16 20 160  3.0  3.0   1.4    11   8.1 288 1020.9  13.8  13.7    MM   MM   MM    MM
2023 02 04 16 10 140  3.0  4.0   1.4    MM   8.1 288 1020.8  13.7  13.7    MM   MM   MM    MM
2023 02 04 16 00 140  2.0  3.0    MM    MM    MM  MM 1020.5  13.8  13.7    MM   MM +0.8    MM
2023 02 04 15 50 140  2.0  3.0   1.6    11   8.6 267 1020.5  13.8  13.7    MM   MM   MM    MM
2023 02 04 15 40 120  1.0  2.0    MM    MM    MM  MM 1020.6  13.9  13.7    MM   MM   MM    MM
2023 02 04 15 30  MM  0.0  1.0    MM    MM    MM  MM 1020.5  13.7  13.7    MM   MM   MM    MM
2023 02 04 15 20  MM  0.0  1.0   1.6    11   9.1 270 1020.7  13.4  13.7    MM   MM   MM    MM
2023 02 04 15 10  MM  0.0  1.0   1.6    MM   9.1 270 1020.5  13.3  13.7    MM   MM   MM    MM
2023 02 04 15 00 310  1.0  2.0    MM    MM    MM  MM 1020.5  13.2  13.7    MM   MM +0.9    MM
2023 02 04 14 50 280  2.0  3.0   1.3    11   8.7 279 1020.6  13.3  13.7    MM   MM   MM    MM
2023 02 04 14 40 270  2.0  3.0    MM    MM    MM  MM 1020.6  13.2  13.7    MM   MM   MM    MM
2023 02 04 14 30 280  2.0  3.0    MM    MM    MM  MM 1020.6  13.2  13.7    MM   MM   MM    MM
2023 02 04 14 20 300  2.0  3.0   1.5    11   8.9 276 1020.6  13.1  13.7    MM   MM   MM    MM
2023 02 04 14 10 320  2.0  4.0   1.5    MM   8.9 276 1020.5  13.1  13.7    MM   MM   MM    MM
2023 02 04 14 00 320  3.0  4.0    MM    MM    MM  MM 1020.4  13.0  13.7    MM   MM +0.3    MM
2023 02 04 13 50 320  3.0  4.0   1.3    11   8.6 288 1020.4  13.0  13.7    MM   MM   MM    MM
2023 02 04 13 40 330  2.0  3.0    MM    MM    MM  MM 1020.2  13.0  13.7    MM   MM   MM    MM
2023 02 04 13 30 320  2.0  3.0    MM    MM    MM  MM 1020.1  13.0  13.7    MM   MM   MM    MM
2023 02 04 13 20 320  3.0  4.0   1.4    11   8.8 274 1020.1  13.0  13.7    MM   MM   MM    MM
2023 02 04 13 10 360  2.0  3.0   1.4    MM   8.8 274 1019.9  13.2  13.7    MM   MM   MM    MM
2023 02 04 13 00  10  2.0  3.0    MM    MM    MM  MM 1019.7  13.2  13.7    MM   MM -0.6    MM
2023 02 04 12 50  10  2.0  3.0   1.3    11   8.7 272 1019.7  13.2  13.7    MM   MM   MM    MM
2023 02 04 12 40 360  2.0  2.0    MM    MM    MM  MM 1019.6  13.2  13.7    MM   MM   MM    MM
2023 02 04 12 30  10  1.0  2.0    MM    MM    MM  MM 1019.6  13.2  13.7    MM   MM   MM    MM
2023 02 04 12 20  10  2.0  2.0   1.2    15   7.9 270 1019.6  13.2  13.7    MM   MM   MM    MM
2023 02 04 12 10  10  2.0  3.0   1.2    MM   7.9 270 1019.6  13.2  13.7    MM   MM   MM    MM
2023 02 04 12 00  10  2.0  3.0    MM    MM    MM  MM 1019.6  13.2    MM    MM   MM -0.9    MM
2023 02 04 11 50  10  2.0  3.0   1.3    11   8.3 270 1019.7  13.0  13.7    MM   MM   MM    MM
2023 02 04 11 40  20  2.0  3.0    MM    MM    MM  MM 1019.8  13.2  13.7    MM   MM   MM    MM
2023 02 04 11 30  30  2.0  3.0    MM    MM    MM  MM 1019.9  13.3  13.7    MM   MM   MM    MM
2023 02 04 11 20  30  2.0  3.0   1.4    12   8.7 272 1019.9  13.3  13.7    MM   MM   MM    MM
2023 02 04 11 10  30  2.0  3.0   1.4    MM   8.7 272 1020.1  13.4  13.7    MM   MM   MM    MM
2023 02 04 11 00  20  2.0  3.0    MM    MM    MM  MM 1020.1  13.4  13.6    MM   MM -0.6    MM
2023 02 04 10 50  30  2.0  3.0   1.3    12   8.5 264 1020.1  13.4  13.7    MM   MM   MM    MM
